0	529	229	70
1	542	229	71
2	531	229	70
3	531	229	70
4	539	229	70
5	616	270	82
6	627	266	82
7	616	266	82
8	624	266	82
9	627	266	82
10	616	266	82
11	540	225	70
12	531	228	70
13	531	229	70
14	535	229	71
15	531	229	70
16	542	229	70
17	534	231	71
18	531	229	70
19	542	229	70
20	531	229	70
21	540	229	71
22	532	229	70
23	531	230	70
24	542	229	71
25	531	229	71
26	541	229	70
27	534	229	70
28	531	232	71
29	542	229	70
30	531	229	70
31	541	229	70
32	532	229	70
33	531	229	70
34	542	229	70
35	531	229	71
36	536	229	70
37	533	229	70
38	531	229	71
39	521	220	70
40	510	220	69
41	520	220	69
42	516	220	70
43	510	220	69
44	521	220	69
45	531	233	70
46	542	229	71
47	532	229	70
48	531	229	70
49	542	229	71
50	531	233	70
51	539	229	70
52	531	229	71
53	531	229	71
54	542	229	70
55	531	229	70
56	531	225	71
57	531	229	70
58	531	229	70
59	531	229	70
60	529	229	71
61	521	229	70
62	530	229	69
63	503	216	66
64	499	216	66
65	510	220	66
66	502	220	65
67	517	221	66
68	512	220	68
69	531	229	70
70	542	230	70
71	531	229	70
72	540	229	71
73	535	229	70
74	531	229	70
75	542	229	71
76	531	232	71
77	540	229	70
78	533	229	70
79	531	229	71
80	541	229	70
81	531	232	70
82	531	229	70
83	528	229	71
84	531	229	70
85	531	229	70
86	532	229	71
87	531	230	71
88	534	229	70
89	537	229	70
90	531	229	71
91	542	229	70
92	531	233	70
93	531	229	71
94	539	229	71
95	531	229	70
96	534	229	70
97	531	229	71
98	531	225	70
99	542	229	70
100	531	229	70
101	532	229	71
102	540	229	70
103	531	229	70
104	538	232	71
105	531	229	70
106	531	229	70
107	542	229	70
108	531	229	71
109	536	233	70
110	535	229	70
111	531	229	71
112	542	229	70
113	531	229	70
114	540	229	70
115	538	229	71
116	531	229	70
117	531	229	70
118	531	229	71
119	531	229	70
120	526	229	70
121	531	225	70
122	531	229	71
123	542	229	70
124	531	229	70
125	531	229	71
126	539	229	70
127	531	233	70
128	531	229	70
129	531	229	71
130	531	229	70
131	542	229	70
132	531	233	71
133	532	229	70
134	542	229	70
135	531	229	71
136	542	229	71
137	531	233	70
138	531	229	70
139	541	229	71
140	531	229	70
141	542	229	70
142	531	229	70
143	537	229	71
144	542	229	70
145	531	229	70
146	542	229	70
147	510	220	66
148	510	220	66
149	507	216	66
150	510	220	66
151	510	220	66
152	510	220	68
153	531	229	70
154	534	229	70
155	540	229	70
156	531	229	70
157	542	229	70
158	531	229	70
159	531	229	71
160	539	229	70
161	531	232	70
162	542	229	71
163	531	229	70
164	535	229	70
165	542	229	70
166	531	229	71
167	542	226	70
168	531	226	70
169	531	227	71
170	539	229	70
171	531	229	70
172	542	229	70
173	531	229	71
174	531	229	70
175	542	230	70
176	531	229	71
177	531	229	70
178	531	229	70
179	531	229	71
180	542	228	70
181	531	225	70
182	531	228	70
183	542	229	70
184	531	229	70
185	538	229	70
186	531	229	71
187	531	229	70
188	533	229	70
189	531	229	71
190	531	229	70
191	524	229	70
192	521	229	70
193	530	229	71
194	530	227	70
195	521	229	70
196	521	225	70
197	521	225	69
198	525	225	69
199	522	229	69
200	521	227	70
201	531	225	69
202	531	229	70
203	531	229	71
204	537	229	70
205	531	229	70
206	531	229	70
207	531	229	70
208	531	229	70
209	532	229	70
210	531	228	71
211	531	225	70
212	542	229	70
213	531	229	71
214	531	229	70
215	541	229	70
216	531	229	70
217	542	233	71
218	531	229	70
219	531	229	70
220	503	216	68
221	478	204	65
222	478	208	64
223	477	204	64
224	478	204	65
225	478	204	64
226	517	216	68
227	531	230	70
228	539	229	71
229	532	229	70
230	531	229	70
231	540	229	71
232	531	229	70
233	531	227	70
234	534	226	70
235	531	229	71
236	542	229	70
237	533	229	70
238	531	229	71
239	542	231	70
240	531	231	70
241	542	229	71
242	531	229	71
243	531	229	70
244	542	229	70
245	531	231	71
246	535	229	70
247	531	229	70
248	531	229	70
249	533	229	70
250	531	229	70
251	531	225	70
252	528	229	71
253	499	212	65
254	499	212	65
255	503	212	66
256	497	212	65
257	415	179	54
258	352	150	46
259	319	142	45
260	319	142	44
261	261	117	36
262	225	100	32
263	308	133	42
264	371	158	50
265	436	183	57
266	436	183	58
267	499	211	64
268	532	229	70
269	531	229	70
270	542	229	70
271	531	229	70
272	536	229	70
273	532	226	71
274	531	229	70
275	542	229	70
276	531	229	71
277	531	229	71
278	537	229	70
279	531	229	70
280	531	229	71
281	531	229	70
282	531	229	70
283	542	229	70
284	531	229	70
285	531	233	70
286	542	229	70
287	531	229	71
288	539	229	70
289	531	229	70
290	531	229	71
291	542	228	70
292	531	229	70
293	536	229	70
294	534	229	71
295	531	229	70
296	537	229	70
297	531	226	71
298	531	229	70
299	537	229	70
300	531	229	70
301	540	229	71
302	536	229	70
303	531	230	70
304	542	229	71
305	531	229	71
306	533	229	70
307	533	229	70
308	531	229	71
309	542	228	70
310	531	225	70
311	531	229	70
312	520	225	69
313	468	204	62
314	468	204	62
315	460	205	63
316	468	208	62
317	468	204	62
318	488	208	64
319	531	229	71
320	534	229	70
321	539	232	70
322	531	229	71
323	542	229	70
324	531	229	70
325	533	229	70
326	539	230	71
327	531	229	70
328	542	229	70
329	531	229	71
330	532	229	70
331	540	229	70
332	531	229	70
333	542	229	71
334	531	229	70
335	531	229	70
336	541	229	71
337	531	229	70
338	542	231	70
339	531	229	70
340	534	229	71
341	542	229	70
342	531	229	70
343	531	230	71
344	531	229	71
345	521	226	70
346	518	229	69
347	521	229	70
348	521	229	70
349	531	228	70
350	521	225	69

